,layer,expr,ent,acc
111,7.0,0.009768514020466171,0.9071973779867873,1.0
112,8.0,0.009087023351266647,0.9110804951959286,0.90625
113,7.0,0.01113153703140241,0.9044659370116139,0.96875
114,8.0,0.01076304374273667,0.9079018894706743,0.90625
115,8.0,0.009087023351266647,0.9110804951959286,0.96875
116,8.0,0.009087023351266647,0.9110804951959286,0.71875
117,8.0,0.009087023351266647,0.9110804951959286,0.9375
118,8.0,0.009087023351266647,0.9110804951959286,0.8125
119,8.0,0.009087023351266647,0.9110804951959286,1.0
120,8.0,0.009087023351266647,0.9110804951959286,0.9375
121,8.0,0.009087023351266647,0.9110804951959286,0.96875
122,8.0,0.009929828924646451,0.9096841210224133,0.96875
123,8.0,0.009087023351266647,0.9110804951959286,0.96875
124,8.0,0.009087023351266647,0.9110804951959286,0.9375
125,8.0,0.009087023351266647,0.9110804951959286,0.8125
126,8.0,0.008061590559522092,0.908089170517723,1.0
127,8.0,0.005166607630457903,0.909786747707339,0.75
