,dataset,circuit_id,layer,num_params,expr,entcap,num_iter,last_cost_avg,accuracy
28,0.0,1.0,4.0,40.0,0.18288409510916015,1.6170601885392776e-31,98.0,0.12274932861328125,0.9375
29,0.0,1.0,4.0,40.0,0.23967340802002088,1.6449419888158097e-31,89.0,0.10698699951171875,0.9375
30,0.0,1.0,4.0,40.0,0.21837848033263516,1.6179472997115375e-31,48.0,0.158721923828125,0.96875
31,0.0,1.0,4.0,40.0,0.23006721129089414,1.5894288121309799e-31,68.0,0.11270523071289062,0.96875
32,0.0,1.0,5.0,50.0,0.22230377368710671,2.1170847295347124e-31,114.0,0.10789871215820312,0.9375
33,0.0,1.0,5.0,50.0,0.28126157729828444,2.136746332368262e-31,80.0,0.12451934814453125,0.90625
34,0.0,1.0,5.0,50.0,0.22686332021624753,2.1550992924524642e-31,79.0,0.10974502563476562,0.9375
35,0.0,1.0,5.0,50.0,0.21421495179960773,2.142821487374096e-31,64.0,0.11600494384765625,0.96875
36,0.0,1.0,5.0,50.0,0.3247586122817839,2.1515465962430363e-31,86.0,0.11668777465820312,0.96875
37,0.0,1.0,5.0,50.0,0.2596620582960532,2.164524551309882e-31,78.0,0.10996246337890625,0.96875
38,0.0,1.0,5.0,50.0,0.24590868954305603,2.1505022281996427e-31,47.0,0.11265945434570312,0.96875
39,0.0,1.0,5.0,50.0,0.22910971457824986,2.117901146270007e-31,54.0,0.12225341796875,0.84375
40,0.0,1.0,6.0,60.0,0.25206341521119896,2.6762368386871876e-31,44.0,0.15455245971679688,0.9375
41,0.0,1.0,6.0,60.0,0.21488572583560758,2.661501223301145e-31,141.0,0.1139984130859375,0.90625
42,0.0,1.0,6.0,60.0,0.23142856090330577,2.646427343704208e-31,74.0,0.12499618530273438,0.84375
43,0.0,1.0,6.0,60.0,0.21336208980725352,2.6147206187451924e-31,77.0,0.1111907958984375,0.90625
44,0.0,1.0,6.0,60.0,0.24872966972568086,2.6226776865559557e-31,78.0,0.13843536376953125,0.9375
45,0.0,1.0,6.0,60.0,0.26104799532048845,2.6517671083423186e-31,85.0,0.113922119140625,0.9375
46,0.0,1.0,6.0,60.0,0.31420655097725536,2.5975883459093496e-31,131.0,0.11803436279296875,0.875
47,0.0,1.0,6.0,60.0,0.2647259677745623,2.657098832940386e-31,58.0,0.12028121948242188,0.90625
48,0.0,1.0,7.0,70.0,0.3602342171536874,3.1248286910167587e-31,56.0,0.12519454956054688,0.875
49,0.0,1.0,7.0,70.0,0.3546929831535007,3.1746212320592934e-31,74.0,0.10723114013671875,0.90625
50,0.0,1.0,7.0,70.0,0.2631911999808628,3.1641018952982254e-31,47.0,0.12939453125,0.875
51,0.0,1.0,7.0,70.0,0.2767581479581093,3.148214780048082e-31,114.0,0.11107254028320312,0.90625
52,0.0,1.0,7.0,70.0,0.2640322766792913,3.0983992331768e-31,69.0,0.11865615844726562,0.9375
53,0.0,1.0,7.0,70.0,0.2169868161643152,3.142488967821463e-31,78.0,0.10592269897460938,0.90625
54,0.0,1.0,7.0,70.0,0.26221296335795463,3.1655309650890744e-31,67.0,0.10681533813476562,0.9375
55,0.0,1.0,7.0,70.0,0.2017922265753246,3.124801662105372e-31,51.0,0.12640762329101562,0.90625
56,0.0,1.0,8.0,80.0,0.23236174404401486,3.6129528567634576e-31,38.0,0.14882659912109375,0.9375
57,0.0,1.0,8.0,80.0,0.24575985160724031,3.6966331508137803e-31,44.0,0.11848068237304688,0.90625
58,0.0,1.0,8.0,80.0,0.2663107312448173,3.6382791082268485e-31,90.0,0.12243270874023438,0.96875
59,0.0,1.0,8.0,80.0,0.2663651712347756,3.5948895105552024e-31,84.0,0.11437606811523438,0.9375
60,0.0,1.0,8.0,80.0,0.24440134831411842,3.6909038940104592e-31,48.0,0.12393569946289062,0.875
61,0.0,1.0,8.0,80.0,0.2523166445369926,3.715563334283121e-31,71.0,0.11308670043945312,0.9375
62,0.0,1.0,8.0,80.0,0.244860241550102,3.6352748300016886e-31,66.0,0.13470077514648438,0.90625
63,0.0,1.0,8.0,80.0,0.22520384359124096,3.6720247486874617e-31,58.0,0.13153457641601562,0.96875
64,0.0,2.0,1.0,10.0,0.41465986698055013,0.6858838494145062,69.0,0.18004226684570312,0.9375
